counter_name,timestamp,value,hostname
container_cpu_usage,1763085667030169.500000,250.578000,
container_cpu_usage,1763085669047110.500000,250.674000,
container_cpu_usage,1763085670055628.250000,249.141000,
container_cpu_usage,1763085670056328.000000,249.141000,
container_cpu_usage,1763085671050103.750000,249.626000,
container_gpu_mem_usage,1763085664821623.500000,1.071000,
container_gpu_mem_usage,1763085664821623.500000,1.067000,
container_gpu_mem_usage,1763085664821623.500000,90.518000,
container_gpu_mem_usage,1763085665625690.250000,1.071000,
container_gpu_mem_usage,1763085665625690.250000,1.068000,
container_gpu_mem_usage,1763085665625690.250000,90.518000,
container_gpu_mem_usage,1763085666549996.750000,1.071000,
container_gpu_mem_usage,1763085666549996.750000,90.518000,
container_gpu_mem_usage,1763085667369857.500000,1.104000,
container_gpu_mem_usage,1763085667369857.500000,1.071000,
container_gpu_mem_usage,1763085667369857.500000,90.518000,
container_gpu_mem_usage,1763085668751320.750000,1.067000,
container_gpu_mem_usage,1763085668751320.750000,90.518000,
container_gpu_mem_usage,1763085668751320.750000,1.579000,
container_gpu_mem_usage,1763085669540374.250000,1.067000,
container_gpu_mem_usage,1763085669540374.250000,90.518000,
container_gpu_mem_usage,1763085670797100.500000,1.071000,
container_gpu_mem_usage,1763085670797100.500000,1.067000,
container_gpu_mem_usage,1763085670797100.500000,90.518000,
container_gpu_mem_usage,1763085671665604.000000,1.067000,
container_gpu_mem_usage,1763085671665604.000000,1.071000,
container_gpu_mem_usage,1763085671665604.000000,90.518000,
container_gpu_usage,1763085664821623.500000,0.000000,
container_gpu_usage,1763085664821623.500000,3.000000,
container_gpu_usage,1763085665625690.250000,0.000000,
container_gpu_usage,1763085665625690.250000,3.000000,
container_gpu_usage,1763085666549996.750000,0.000000,
container_gpu_usage,1763085666549996.750000,3.000000,
container_gpu_usage,1763085667369857.500000,2.000000,
container_gpu_usage,1763085667369857.500000,0.000000,
container_gpu_usage,1763085667369857.500000,3.000000,
container_gpu_usage,1763085668751320.750000,0.000000,
container_gpu_usage,1763085668751320.750000,3.000000,
container_gpu_usage,1763085669540374.250000,0.000000,
container_gpu_usage,1763085669540374.250000,3.000000,
container_gpu_usage,1763085670797100.500000,0.000000,
container_gpu_usage,1763085670797100.500000,3.000000,
