Size,MAPE,% in 10%,Coverage,MAPE_train,% in 10%_train
50,0.17466488495833846,0.9169553295616257,0.9579188504390684,0.0004012908620003878,1.0
51,0.1801921605108064,0.9151990559161431,0.9579188504390684,5.8350221044590416e-05,1.0
52,0.17750500050743373,0.9221130818090314,0.9579188504390684,0.00024192452829186815,1.0
53,0.16389750577809997,0.9285064732220333,0.9633334490298845,0.0005285003612623142,0.9962264150943396
54,0.16885297041500955,0.9269237444031793,0.9633334490298845,0.0004611775867090099,0.9962962962962963
55,0.16509536795609134,0.919343306376037,0.9633334490298845,0.0003264906228770294,1.0
56,0.1662112218379392,0.9100274200826075,0.9633334490298845,0.00016069179951371532,1.0
57,0.17091999598917154,0.9082017285064733,0.9633334490298845,0.000271091503868699,1.0
58,0.16858845081612467,0.9176147999028149,0.9633334490298845,5.162731890936186e-05,1.0
59,0.1711299746294884,0.9011349831661519,0.9633334490298845,0.00021199651932930042,1.0
60,0.1645084645877744,0.9041477213564264,0.9633334490298845,0.0003172024615229682,1.0
61,0.1607261029674547,0.9114018951095068,0.9633334490298845,0.0008104179029668603,0.9967213114754099
62,0.16566102515871273,0.9132553538579014,0.9633334490298845,0.0003871850859182761,1.0
63,0.1610699514244264,0.9109367949741418,0.9633334490298845,0.00032543619654351895,1.0
64,0.16022220791580494,0.902495574606921,0.9633334490298845,0.00019194168979676268,1.0
65,0.1693514495926801,0.9135260837874423,0.9633334490298845,0.0003327194078285047,1.0
66,0.1710059874608783,0.9082780882301899,0.9633334490298845,0.00033768201634342885,1.0
67,0.16264582354436857,0.9138592898545694,0.9633334490298845,0.0001348658442172039,1.0
68,0.160680283626152,0.9015237235778002,0.9633334490298845,0.00023092477992070465,1.0
69,0.15853986989369886,0.9017111519905591,0.9633334490298845,0.00033354722513715323,1.0
70,0.185031809082118,0.8936517302419216,0.9633334490298845,0.00029751652080175936,1.0
72,0.21121078366451487,0.883225157058068,0.9673388636284752,0.0006772276334702327,0.9972222222222221
73,0.21064460201809948,0.8892298080594216,0.9673388636284752,0.0003740734100756319,1.0
74,0.2088385400190275,0.8868210058658151,0.9673388636284752,0.0002039810405873442,1.0
75,0.21788694156681254,0.8884176182707992,0.9673388636284752,0.0004605685624057412,0.9973333333333333
76,0.20897660284328343,0.8836416646419771,0.9673388636284752,0.00048643678894613393,0.9973684210526315
77,0.20930677712940765,0.8838082676755405,0.9673388636284752,0.00019164768137753898,1.0
78,0.3366593051953545,0.8608170490437679,0.9673388636284752,0.00039922040735824603,0.9974358974358974
80,0.34758193912602475,0.8858699802158897,0.9673388636284752,0.0005971654889434794,0.9974999999999999
81,0.33900075099496985,0.8901530665370865,0.9673388636284752,0.0010293819476227864,0.9975308641975309
82,0.34098122900205496,0.8997188573808614,0.9673388636284752,0.0005297445665696658,0.9975609756097562
83,0.3300337177274465,0.898156953941203,0.9673388636284752,0.0007092206983573209,0.9975903614457831
85,0.329682949417624,0.8881260629620631,0.9673388636284752,0.0005019290357140857,1.0
86,0.33895410721897906,0.8831418555412863,0.9725104994620111,0.000783895889515562,0.9976744186046511
87,0.3274358420476283,0.9009336711672624,0.9725104994620111,0.0003759538829540573,1.0
89,0.2575053721460331,0.908236437471799,0.9725104994620111,0.00040198581343237397,1.0
90,0.2505473719850513,0.8978168060810108,0.9725104994620111,0.0009264280708298619,0.9977777777777778
91,0.24517069226326252,0.8928048314879733,0.9725104994620111,0.0004997467394792135,0.9978021978021978
93,0.2524886566772843,0.905251466453785,0.9730450175280275,0.0006656460091299524,0.9978494623655914
94,0.2432764682656156,0.9028010135017877,0.9730450175280275,0.0006417963170922429,0.997872340425532
96,0.25063937541208414,0.9061400159661241,0.9730450175280275,0.0008710263577460392,0.9979166666666668
97,0.23705426666712753,0.90221096109125,0.9730450175280275,0.0007530971843799384,0.9979381443298969
99,0.2401455403311658,0.9085765853319913,0.9730450175280275,0.001256061011752529,0.997979797979798
100,0.2478455146267819,0.8970046162923883,0.9730450175280275,0.0008590235216198372,0.9960000000000001
102,0.240022524619076,0.8926451702474749,0.9730450175280275,0.0009796139493614315,0.9980392156862745
103,0.23630163175392252,0.8955607233348374,0.9730450175280275,0.0009849494988064783,0.9980582524271846
105,0.22576442202906466,0.9028981986046997,0.9745583284162299,0.0016872025177714135,0.9980952380952381
107,0.23298522941888597,0.8923397313526085,0.9745583284162299,0.0010045440640651178,0.9962616822429906
108,0.24234581724256246,0.8923744403179341,0.9745583284162299,0.0017008803370788341,0.9962962962962962
110,0.22230218925431186,0.902266495435771,0.9745583284162299,0.0020186513413980385,0.9963636363636365
112,0.22317396510667278,0.8961854847107007,0.9745583284162299,0.0013227856534704032,0.9964285714285716
113,0.2155403663931324,0.8957620353337268,0.9752039151712888,0.0014557220501915079,0.9946902654867257
115,0.21887343010198718,0.88167713720454,0.9752039151712888,0.0012595243805389594,0.9965217391304348
117,0.21592261222381973,0.877574537503037,0.9792023879768145,0.0010957414016709375,0.9982905982905983
119,0.22541706650509213,0.8921731283190448,0.9792023879768145,0.001278494539370939,0.9966386554621849
120,0.23594052007064237,0.8750060740689319,0.9792023879768145,0.0007325250854430625,1.0
122,0.2121459561719913,0.9064107458956648,0.9792023879768145,0.0012484856096657974,0.9983606557377049
124,0.2300366477197718,0.8929575509354066,0.9792023879768145,0.001393004017133196,0.9967741935483871
126,0.21746330027820657,0.894151539342612,0.9792023879768145,0.0012854437976860728,0.9984126984126984
128,0.21674997992015338,0.8953802367151436,0.9792023879768145,0.0010543317872274648,0.996875
130,0.21600471783886185,0.88378050050328,0.982492797889695,0.002242544544263362,0.9938461538461538
132,0.22039967132905539,0.8894380618513763,0.983520183263337,0.0018862958463994814,0.9939393939393939
134,0.2262835224197981,0.8912498698413801,0.983520183263337,0.0013967893627708752,0.9955223880597014
136,0.22541790621210253,0.8819339835479505,0.983520183263337,0.001519630683876999,0.9955882352941178
138,0.22845970779961994,0.8914372982541391,0.983520183263337,0.001285750975139782,0.9971014492753623
140,0.22051505616318576,0.887654021033633,0.983520183263337,0.002581148503748445,0.9942857142857143
143,0.22787927596139929,0.8924785672139113,0.983520183263337,0.001850965408550324,0.9972027972027971
145,0.2411541251294512,0.8821769463052307,0.983520183263337,0.0014110530312936502,0.997241379310345
147,0.2398301647992394,0.9018777550241227,0.983520183263337,0.0008598380484055336,1.0
149,0.22899530060885803,0.89754607615147,0.983520183263337,0.0017373800932975521,0.9973154362416107
152,0.23188299714770402,0.8953871785082086,0.983520183263337,0.0026162922679800137,0.9960526315789474
154,0.2836642693980323,0.8844469126375343,0.983520183263337,0.0025647133607920266,0.9948051948051948
156,0.27852851049349037,0.8755058831696229,0.986977196209781,0.0014841054322078464,0.9948717948717949
159,0.2741897370152159,0.8865849849016001,0.986977196209781,0.001994920212523352,0.9937106918238994
161,0.2550997241059543,0.8827114643712471,0.9895109506785603,0.0023330562822842086,0.995031055900621
164,0.26896651914867015,0.9006629412377217,0.9895109506785603,0.001528853281432686,0.9963414634146341
166,0.23681119887936802,0.8923189059734129,0.9895109506785603,0.002022829544679052,0.9975903614457831
169,0.2314557517032363,0.8805664503141161,0.9895109506785603,0.0026513944320500763,0.9940828402366864
171,0.2527475398765463,0.8902988441914547,0.9895109506785603,0.0014795818803264033,0.9976608187134502
174,0.25045530854807224,0.8911457429454028,0.9895109506785603,0.0026840960741787495,0.9965517241379309
177,0.2410909003192543,0.8981500121481378,0.9895109506785603,0.002457386866234369,0.9954802259887007
179,0.30058199921886225,0.8895283051612232,0.9895109506785603,0.0016684773918546462,0.9966480446927374
182,0.26981856040745034,0.8931935718996217,0.9895109506785603,0.0027518939214605355,0.9923076923076923
185,0.2550726648285961,0.903474367429107,0.9895456596438861,0.0027004218181805053,0.9956756756756757
188,0.2513772798964581,0.8973100551872548,0.9895456596438861,0.0021004079109196183,0.9946808510638299
191,0.2450229560574439,0.8951719829231891,0.9895456596438861,0.0027646270414986877,0.9947643979057592
193,0.26034210654367856,0.8990316198674118,0.9895456596438861,0.001597313954707585,0.9979274611398964
196,0.2364968571646194,0.8950400888549513,0.9895456596438861,0.0026213834184233018,0.9959183673469388
199,0.26614418852995664,0.9062788518274271,0.9895456596438861,0.0022087664276265427,0.9969849246231156
203,0.2601107435201272,0.9038353406684946,0.9895456596438861,0.0027017639680910156,0.9921182266009853
206,0.26722976596323317,0.9080212418867794,0.9895456596438861,0.002875040035199557,0.9941747572815535
209,0.2803557984862842,0.9102079067023012,0.9895456596438861,0.0024741281734071813,0.9942583732057416
212,0.2823852350662778,0.8988927840061087,0.9895456596438861,0.002536964539813613,0.9952830188679245
215,0.2595882595362858,0.9045434035611398,0.9895456596438861,0.0027614608983002054,0.9944186046511628
219,0.26405412331369726,0.9001631321370309,0.9895456596438861,0.00291594941797754,0.995433789954338
222,0.2287430170905081,0.9012113428898685,0.9895456596438861,0.003194408021960192,0.9936936936936936
225,0.2128116491452782,0.8984554510430044,0.9895456596438861,0.003270608617895131,0.9937777777777779
229,0.17485940428475738,0.8931935718996217,0.9895456596438861,0.002935523896155351,0.9947598253275108
232,0.1857196300613119,0.8936586720349865,0.9895456596438861,0.0030369593249866883,0.9965517241379311
236,0.16716811267803888,0.9062649682412968,0.9897261462635798,0.0035319978752850595,0.9923728813559322
240,0.18777070520727954,0.8976154940821214,0.9897261462635798,0.0032050687501528883,0.9933333333333334
243,0.19820171044025664,0.9154142515011628,0.9897261462635798,0.002855225814090839,0.9942386831275721
247,0.18964371070649302,0.9025788761237028,0.9897261462635798,0.0034504599862129116,0.9919028340080971
251,0.19849648623782165,0.8970046162923883,0.9897261462635798,0.0032987239788243986,0.9928286852589642
255,0.18103267458946445,0.9097289229808059,0.9897261462635798,0.004095143277870016,0.9898039215686275
259,0.19760431868670691,0.8993717677276042,0.9897261462635798,0.0038983770948173265,0.9915057915057914
263,0.2210150399831769,0.8939155183783972,0.9897261462635798,0.0037960042291169276,0.990874524714829
267,0.19941543780670656,0.9012321682690638,0.9897261462635798,0.0038891348077797184,0.9902621722846442
271,0.19753732021662648,0.9034327166707161,0.9897261462635798,0.004563162991062882,0.9881918819188191
275,0.1901646221590192,0.9135330255805074,0.9897261462635798,0.004609748670114043,0.9905454545454544
279,0.2003877712528242,0.9165874145291729,0.9897261462635798,0.0038492677866520135,0.9928315412186379
283,0.19013873557146996,0.9114435458678976,0.9897261462635798,0.004049583040675808,0.9908127208480565
288,0.20630228535979148,0.9099024678074347,0.9916559647356913,0.004257706836004847,0.9902777777777778
292,0.18651550884549367,0.9147964319183645,0.9916559647356913,0.00477778556444119,0.9876712328767123
297,0.18218463837957494,0.91832286279546,0.9916559647356913,0.004922642628754423,0.9905723905723904
301,0.1967963798667302,0.9004269202735067,0.9916559647356913,0.004631500861191597,0.9887043189368772
306,0.20063425865959714,0.9108743188365555,0.9916559647356913,0.0054956658968610805,0.9888888888888889
311,0.18698280539397877,0.9067023012044011,0.99275970983305,0.00500132557839266,0.9884244372990354
315,0.18398468836887738,0.9158446426712018,0.99275970983305,0.005229116089969714,0.987936507936508
320,0.18625393767367335,0.9062649682412968,0.99275970983305,0.00574249123032144,0.9868749999999998
325,0.18734244119880938,0.9047516573530942,0.99275970983305,0.006280007342979008,0.9852307692307691
330,0.1928068820094217,0.9024608656415953,0.99275970983305,0.0075647428558469,0.9842424242424241
335,0.1795417372581618,0.9155461455694006,0.99275970983305,0.0063730318027635634,0.9880597014925374
340,0.18628568546362806,0.908146194161952,0.99275970983305,0.007501580763023899,0.9841176470588235
346,0.18423615658854503,0.9017597445420152,0.99275970983305,0.006095410616641918,0.9843930635838148
351,0.18240793543650582,0.902731595571136,0.99275970983305,0.007851525687720157,0.9857549857549858
356,0.18250161167306772,0.909548436361112,0.9941064176876887,0.007125200355805511,0.9837078651685394
362,0.1889603334571361,0.913470549442921,0.9941064176876887,0.00828139523415004,0.9806629834254142
367,0.19529819391301645,0.9069938565131374,0.9941064176876887,0.006924549734428362,0.9841961852861036
373,0.1924135612154878,0.9138106973031134,0.9941064176876887,0.007482681049989247,0.9823056300268096
379,0.2030175587152309,0.8982888480094408,0.9941064176876887,0.008189914939332642,0.9820580474934036
384,0.20062887819454978,0.9087501301586199,0.9941064176876887,0.006901174049591831,0.9864583333333334
390,0.20623382363533968,0.9054944292110653,0.9941064176876887,0.007015203092303924,0.9861538461538462
396,0.20002206199126965,0.9072368192704175,0.9941064176876887,0.008097180859384271,0.9853535353535353
402,0.20606402051053233,0.9098885842213044,0.9941064176876887,0.006075017541653559,0.9840796019900496
409,0.19001829249228347,0.9124778730346048,0.9941064176876887,0.007703365072346205,0.9833740831295843
415,0.1832339408995218,0.9137065704071363,0.9946895283051612,0.00941106682316237,0.9797590361445783
421,0.17603215583334286,0.9196418034778382,0.9946895283051612,0.007785210634773133,0.9847980997624702
428,0.1823737477311176,0.9190517510673006,0.9946895283051612,0.00982915592789784,0.9845794392523366
434,0.1815728068246495,0.9208843844364999,0.9946895283051612,0.008701728564956875,0.9820276497695855
441,0.17065003807393336,0.920690014230676,0.9946895283051612,0.009187671300102913,0.9845804988662131
448,0.1783989415253368,0.9198084065114018,0.9946895283051612,0.008074731691556524,0.9848214285714286
455,0.18286483227238148,0.9172399430772968,0.9955086598868487,0.008813881803347341,0.9819780219780219
462,0.1796194223423156,0.9211759397452361,0.9955086598868487,0.008354460012967867,0.9861471861471862
469,0.1831983630091374,0.9149977439172539,0.9955086598868487,0.009879973710752141,0.9808102345415778
476,0.17348891002709518,0.9257019888237131,0.9955086598868487,0.011818316907451604,0.9777310924369746
483,0.17061000489466907,0.9236333344902988,0.9955086598868487,0.008419606883863767,0.9821946169772258
491,0.18617095692052063,0.9203568081635487,0.9955086598868487,0.008044389702803058,0.984521384928717
498,0.17346662883380712,0.9136996286140711,0.9959668182291486,0.009735908168002164,0.9795180722891565
506,0.1706042317139507,0.9276665162611503,0.9959668182291486,0.009504776037468562,0.9798418972332016
514,0.16918167817680083,0.9269723369546355,0.9959668182291486,0.009581450529339366,0.9782101167315174
522,0.17058863248247488,0.9234597896636701,0.9959668182291486,0.00987673627947678,0.9812260536398467
530,0.17210302166152183,0.9252230051022178,0.9964319183645134,0.0107847261166689,0.9792452830188679
538,0.19166192630475282,0.920377633542744,0.9964319183645134,0.009784942242373045,0.9806691449814127
546,0.19030994521821337,0.9217798757419041,0.9964319183645134,0.00921148052709734,0.983150183150183
554,0.19453813933815328,0.9196556870639686,0.9964319183645134,0.009327981353220386,0.9794223826714801
563,0.175192716776483,0.9306514872791641,0.9964319183645134,0.010915055194162554,0.9797513321492006
572,0.18966666361227763,0.9281940925341017,0.9964319183645134,0.010435282387354337,0.9797202797202796
580,0.17707563626440473,0.9298878900419979,0.9964319183645134,0.010060696071078998,0.9803448275862069
589,0.18418400442865698,0.9272361250911111,0.9964319183645134,0.009070422521772549,0.9803056027164686
598,0.18024099615030295,0.9317274652042622,0.9964319183645134,0.009849541415010104,0.9816053511705686
607,0.17449984571101929,0.9298948318350628,0.9970775051195723,0.008660073007966453,0.9795716639209224
617,0.17072216703168144,0.9267363159904203,0.9970775051195723,0.010343399195512852,0.9799027552674231
626,0.18982212567518592,0.9280413730866682,0.9970775051195723,0.009814712504316842,0.9811501597444089
636,0.1851885748554309,0.9292214779077435,0.9970775051195723,0.009491532019573503,0.9811320754716981
646,0.1665376274293912,0.9300544930755613,0.9970775051195723,0.01190098289286965,0.9780185758513931
656,0.17621134843037778,0.9330255805074451,0.9970775051195723,0.00932197913696536,0.9814024390243903
666,0.17223071046570998,0.9348373884974489,0.9970775051195723,0.009374820252924349,0.9807807807807809
676,0.17038842389790482,0.9309985769324216,0.9970775051195723,0.009829251515198822,0.9792899408284024
686,0.16288530192378076,0.9338933046405886,0.9970775051195723,0.012125192565015486,0.9781341107871719
697,0.16623402991243294,0.9271667071604595,0.9970775051195723,0.011021589729727966,0.97532281205165
707,0.17125868656113905,0.929242303286939,0.9970775051195723,0.011511471913265122,0.9785007072135785
718,0.1756558117858477,0.9272500086772413,0.9970775051195723,0.011131888623352825,0.9754874651810586
729,0.1661834555949556,0.9364062337301725,0.9973065842907223,0.011699335419576304,0.9783264746227708
741,0.16253596185927974,0.9348165631182533,0.9973065842907223,0.012715214001517705,0.9765182186234818
752,0.16283273181827473,0.9374683280691402,0.9973065842907223,0.010593925975893603,0.9811170212765956
764,0.14995913826162646,0.9346707854638854,0.9979244038735204,0.011621804646523234,0.9780104712041885
775,0.13618832617471227,0.9356704036652668,0.9979244038735204,0.012738336700870295,0.9734193548387097
787,0.1448153929390449,0.9335462149873311,0.9979244038735204,0.012455210895359264,0.9756035578144854
799,0.14256446883320004,0.9337405851931553,0.9980146471833675,0.011769648185770597,0.9764705882352942
812,0.12684307408184609,0.9357120544236576,0.9982576099406477,0.01591754605383871,0.9733990147783251
824,0.12993636577664608,0.9344764152580611,0.9982576099406477,0.013956488346110688,0.9733009708737864
837,0.12534468929800857,0.9338030613307418,0.9982714935267779,0.016218065700097144,0.9718040621266428
849,0.12748323965278913,0.9343514629828885,0.9982714935267779,0.01556264710671905,0.9731448763250883
863,0.14422116324180675,0.9364964770400194,0.9982714935267779,0.015492364360056896,0.9754345307068366
876,0.13093334341474164,0.9361077366283711,0.9982714935267779,0.013585146196798412,0.9773972602739726
889,0.13316861651058706,0.9363021068341955,0.9982714935267779,0.015897128959402075,0.9725534308211474
903,0.12976076449059507,0.9351775363576411,0.9982714935267779,0.015348844230740663,0.9743078626799558
917,0.13306877131862613,0.9341362673978688,0.9982714935267779,0.014655975436657531,0.9740458015267175
931,0.1302529458417014,0.9366977890389088,0.9982714935267779,0.014439281778101226,0.9733619763694952
945,0.12523796705422624,0.9352122453229669,0.9982714935267779,0.014818140429879287,0.9722751322751323
960,0.12082937988889855,0.9408212141196071,0.9982714935267779,0.014037615910505067,0.975
974,0.1411366018185865,0.9393981465412515,0.9982714935267779,0.01272520488903836,0.9782340862422998
989,0.13191877334584667,0.9389677553712124,0.9986324667661657,0.014479007234756838,0.9735085945399392
1005,0.1348612531919444,0.9407032036374996,0.9986324667661657,0.014256995437339104,0.9777114427860696
1020,0.13051733004188776,0.943382735760647,0.9986324667661657,0.014982302209673152,0.9758823529411764
1036,0.1262907741743707,0.9359203082156121,0.9989934400055533,0.0138000632390751,0.9727799227799228
1052,0.1327097681638037,0.9408836902571934,0.9989934400055533,0.014167350322712106,0.9754752851711025
1068,0.12748584943521785,0.9436604074832531,0.9989934400055533,0.014924776441459967,0.9722846441947566
1084,0.12618566561246053,0.9395230988164244,0.9989934400055533,0.01713692881560736,0.9699261992619927
1101,0.13148099069416747,0.9412585470827114,0.9989934400055533,0.015306212721842311,0.9729336966394186
1118,0.12438858648362272,0.9418208323209886,0.9989934400055533,0.017130594587857394,0.9726296958855098
1135,0.12171427247410391,0.9395716913678804,0.9989934400055533,0.01757928971118263,0.972863436123348
1152,0.11896227786198751,0.9433063760369305,0.9989934400055533,0.01702323790643779,0.9713541666666666
1170,0.11795284021015451,0.9396549928846621,0.9989934400055533,0.015441745626382236,0.9717948717948717
1188,0.12218928896336086,0.9421470965950505,0.9989934400055533,0.015951885585438363,0.9734006734006735
1206,0.118456627410265,0.9436812328624484,0.9989934400055533,0.017684069158479875,0.9724709784411278
1225,0.11681923333458324,0.9443407032036376,0.9993058206934851,0.016775488364864807,0.9724081632653061
1243,0.11397233490563496,0.9433896775537122,0.9993058206934851,0.017284235904064773,0.9721641190667739
1263,0.11797710540479503,0.9419596681822917,0.9993058206934851,0.015917640309756603,0.9729216152019002
1282,0.12186490668477719,0.9429731699698032,0.9993058206934851,0.015573144671326162,0.9722308892355693
1302,0.11412865417443063,0.9464301829162473,0.9993058206934851,0.016137637083589014,0.9746543778801844
1322,0.10700291404284143,0.9478879594599284,0.9993058206934851,0.01735432556315155,0.969591527987897
1342,0.11245816431899953,0.9426746728680019,0.9993058206934851,0.018741493396467374,0.9692995529061103
1362,0.1119885880598128,0.9452431363021068,0.9993058206934851,0.01783534583385398,0.9704845814977971
1383,0.1205378544523299,0.9461178022283155,0.9993058206934851,0.017205166008883506,0.9707881417208967
1405,0.1087658734901131,0.946693971052723,0.9993058206934851,0.01846936309550824,0.9703914590747331
1426,0.11346127291105354,0.9459997917462081,0.9993058206934851,0.01765673194381693,0.9713884992987378
1448,0.090456060806848,0.9466662038804623,0.9993058206934851,0.01834561881588188,0.9683701657458563
1470,0.08827716340004996,0.9497691853805839,0.9993058206934851,0.017408353747709215,0.9703401360544218
1493,0.09712716256105944,0.9458470722987748,0.9993058206934851,0.016942145321371734,0.9709310113864703
1516,0.0977889229475183,0.9457290618166672,0.9993058206934851,0.01725649550132643,0.9697889182058047
1539,0.09755653811868545,0.946228870917358,0.9993058206934851,0.021346977836593922,0.9673814165042234
1563,0.08999602511534895,0.9468050397417652,0.9993058206934851,0.02003797607839149,0.9692898272552783
1587,0.09442092507572633,0.9458262469195793,0.9993058206934851,0.021379612514634876,0.9674858223062381
1611,0.09180226161460113,0.9485751969733783,0.9993058206934851,0.018821500270274703,0.9697082557417753
1636,0.08705943616207372,0.9482072819409254,0.999396064003332,0.02127407390109049,0.9691931540342299
1661,0.09095855168446675,0.9486446149040297,0.999396064003332,0.020231061209779615,0.9678506923540038
1686,0.09164093437276336,0.947631113116518,0.999396064003332,0.02193368614124285,0.971767497034401
1712,0.09346182676322325,0.9502689944812746,0.999396064003332,0.024202476207774826,0.9689252336448598
1739,0.08633421290047547,0.948144805803339,0.999396064003332,0.02474326658489224,0.9707878090856814
1765,0.08839535900617326,0.9493665613828052,0.999396064003332,0.026990752828666142,0.9683852691218131
1792,0.08009614405839989,0.9503522959980563,0.999396064003332,0.024034119701779568,0.968638392857143
1820,0.08403857398380611,0.9514560410954148,0.999396064003332,0.022361763093778277,0.9689010989010989
1848,0.08214789343698788,0.9477352400124953,0.999396064003332,0.02702515876140295,0.9687229437229437
1876,0.08074169726302469,0.9488528686959841,0.9994446565547882,0.025165213108182788,0.967590618336887
1905,0.08366903238895636,0.9510187081323107,0.999479365520114,0.02562369926489162,0.9704986876640419
1934,0.07964933257772489,0.9502551108951443,0.999479365520114,0.023770600411233547,0.9687693898655635
1964,0.08440132227252028,0.9521293950227344,0.999479365520114,0.028613833388353344,0.9688391038696537
1994,0.08816266784823193,0.9506369095137274,0.999479365520114,0.02304763979648739,0.9699097291875626
2025,0.08809413342649663,0.9498386033112354,0.999479365520114,0.02401889505052881,0.9700740740740741
2056,0.08524393112219794,0.950206518343688,0.999479365520114,0.02660811628401699,0.9688715953307392
2087,0.07525142358060279,0.9525181354343827,0.999479365520114,0.024470603512828065,0.9686631528509825
2119,0.08304250039310042,0.9516226441289785,0.999479365520114,0.0249904919012424,0.9689476168003776
2152,0.0833281899415879,0.9511158932352227,0.999479365520114,0.026631769035205484,0.9691449814126394
2185,0.0828658734564687,0.9490402971087433,0.999479365520114,0.029088890944217266,0.9683295194508009
2219,0.08001318080061803,0.9501301586199716,0.999479365520114,0.028202907181316288,0.9682739972960792
2253,0.08334736102490133,0.9523515324008193,0.999479365520114,0.026933009389771508,0.9675099866844207
2287,0.07696676394208186,0.953045711707334,0.999479365520114,0.024364682907159294,0.9679930039352863
2322,0.0813941126510162,0.952115511436604,0.999479365520114,0.026432342694660417,0.9660637381567613
2358,0.08033765426075795,0.9515879351636528,0.999479365520114,0.024759168140141237,0.9675996607294317
2394,0.07801882232830087,0.9535385790149595,0.999479365520114,0.024067370765622133,0.9700918964076859
