counter_name,timestamp,value,hostname
container_cpu_usage,1763014418039753.000000,255.831000,
container_cpu_usage,1763014419051117.250000,256.612000,
container_cpu_usage,1763014421111038.500000,255.514000,
container_gpu_mem_usage,1763014414282531.500000,1.071000,
container_gpu_mem_usage,1763014414282531.500000,85.705000,
container_gpu_mem_usage,1763014414282531.500000,82.083000,
container_gpu_mem_usage,1763014415433546.500000,82.083000,
container_gpu_mem_usage,1763014415433546.500000,1.071000,
container_gpu_mem_usage,1763014415433546.500000,85.705000,
container_gpu_mem_usage,1763014416467766.250000,82.083000,
container_gpu_mem_usage,1763014416467766.250000,1.071000,
container_gpu_mem_usage,1763014416467766.250000,85.705000,
container_gpu_mem_usage,1763014417498511.500000,82.083000,
container_gpu_mem_usage,1763014417498511.500000,1.071000,
container_gpu_mem_usage,1763014417498511.500000,85.705000,
container_gpu_mem_usage,1763014418388541.250000,82.083000,
container_gpu_mem_usage,1763014418388541.250000,1.071000,
container_gpu_mem_usage,1763014418388541.250000,85.705000,
container_gpu_mem_usage,1763014419451180.250000,82.083000,
container_gpu_mem_usage,1763014419451180.250000,1.071000,
container_gpu_mem_usage,1763014419451180.250000,85.705000,
container_gpu_mem_usage,1763014420187012.750000,82.083000,
container_gpu_mem_usage,1763014420187012.750000,1.071000,
container_gpu_mem_usage,1763014420187012.750000,85.705000,
container_gpu_mem_usage,1763014421373967.500000,82.083000,
container_gpu_mem_usage,1763014421373967.500000,1.071000,
container_gpu_mem_usage,1763014421373967.500000,85.705000,
container_gpu_usage,1763014414282531.500000,0.000000,
container_gpu_usage,1763014414282531.500000,2.000000,
container_gpu_usage,1763014415433546.500000,0.000000,
container_gpu_usage,1763014415433546.500000,2.000000,
container_gpu_usage,1763014416467766.250000,0.000000,
container_gpu_usage,1763014416467766.250000,2.000000,
container_gpu_usage,1763014417498511.500000,0.000000,
container_gpu_usage,1763014417498511.500000,2.000000,
container_gpu_usage,1763014418388541.250000,0.000000,
container_gpu_usage,1763014418388541.250000,2.000000,
container_gpu_usage,1763014419451180.250000,0.000000,
container_gpu_usage,1763014419451180.250000,2.000000,
container_gpu_usage,1763014420187012.750000,0.000000,
container_gpu_usage,1763014420187012.750000,1.000000,
container_gpu_usage,1763014421373967.500000,0.000000,
container_gpu_usage,1763014421373967.500000,2.000000,
container_mem_usage,1763014418039753.000000,0.636000,
container_mem_usage,1763014419051117.250000,0.637000,
container_mem_usage,1763014421111038.500000,0.639000,
container_mem_used,1763014418039753.000000,6870667264.000000,
container_mem_used,1763014419051117.250000,6882439168.000000,
container_mem_used,1763014421111038.500000,6906748928.000000,
cpu_frequency,1763014413211802.250000,900.000000,
cpu_frequency,1763014413211802.250000,899.999000,
cpu_frequency,1763014413211802.250000,899.995000,
cpu_frequency,1763014413211802.250000,899.987000,
cpu_frequency,1763014413211802.250000,900.001000,
cpu_frequency,1763014413211802.250000,900.013000,
cpu_frequency,1763014413211802.250000,900.102000,
cpu_frequency,1763014413211802.250000,899.932000,
cpu_frequency,1763014413211802.250000,899.998000,
cpu_frequency,1763014413211802.250000,899.481000,
cpu_frequency,1763014413211802.250000,899.908000,
cpu_frequency,1763014413211802.250000,900.036000,
cpu_frequency,1763014413211802.250000,899.994000,
cpu_frequency,1763014413211802.250000,900.012000,
cpu_frequency,1763014413211802.250000,899.990000,
cpu_frequency,1763014413211802.250000,899.963000,
cpu_frequency,1763014413211802.250000,899.992000,
cpu_frequency,1763014413211802.250000,899.860000,
cpu_frequency,1763014413211802.250000,899.965000,
cpu_frequency,1763014413211802.250000,900.616000,
cpu_frequency,1763014413211802.250000,899.178000,
cpu_frequency,1763014413211802.250000,899.988000,
cpu_frequency,1763014413211802.250000,899.811000,
cpu_frequency,1763014413211802.250000,900.003000,
cpu_frequency,1763014413211802.250000,899.877000,
cpu_frequency,1763014413211802.250000,900.576000,
cpu_frequency,1763014413211802.250000,900.408000,
cpu_frequency,1763014413211802.250000,900.017000,
cpu_frequency,1763014413211802.250000,899.894000,
cpu_frequency,1763014413211802.250000,900.002000,
cpu_frequency,1763014413211802.250000,900.040000,
cpu_frequency,1763014413211802.250000,899.972000,
cpu_frequency,1763014413211802.250000,900.006000,
cpu_frequency,1763014413211802.250000,899.986000,
cpu_frequency,1763014413211802.250000,899.911000,
cpu_frequency,1763014413211802.250000,901.672000,
cpu_frequency,1763014413211802.250000,900.008000,
cpu_frequency,1763014414219078.000000,899.981000,
cpu_frequency,1763014414219078.000000,900.008000,
cpu_frequency,1763014414219078.000000,900.000000,
cpu_frequency,1763014414219078.000000,899.953000,
cpu_frequency,1763014414219078.000000,900.015000,
cpu_frequency,1763014414219078.000000,899.998000,
cpu_frequency,1763014414219078.000000,900.003000,
cpu_frequency,1763014414219078.000000,900.624000,
cpu_frequency,1763014414219078.000000,900.220000,
cpu_frequency,1763014414219078.000000,899.999000,
cpu_frequency,1763014414219078.000000,900.126000,
cpu_frequency,1763014414219078.000000,899.266000,
cpu_frequency,1763014414219078.000000,899.324000,
cpu_frequency,1763014414219078.000000,899.306000,
cpu_frequency,1763014414219078.000000,899.973000,
cpu_frequency,1763014414219078.000000,899.961000,
cpu_frequency,1763014414219078.000000,899.996000,
cpu_frequency,1763014414219078.000000,899.907000,
cpu_frequency,1763014414219078.000000,900.010000,
cpu_frequency,1763014414219078.000000,900.002000,
cpu_frequency,1763014414219078.000000,900.014000,
cpu_frequency,1763014414219078.000000,899.977000,
cpu_frequency,1763014414219078.000000,900.013000,
cpu_frequency,1763014414219078.000000,900.001000,
cpu_frequency,1763014414219078.000000,899.965000,
cpu_frequency,1763014414219078.000000,899.867000,
cpu_frequency,1763014414219078.000000,899.995000,
