name,life_time,category,uuid,type,rank,position,loc1,loc1_type,loc2,loc2_type,loc3,loc3_type,config,inventory,details
container,,CAT_CONTAINER,container0,,container0,,0,CAT_CONTAINER,host0,CAT_HOST,,,"{""env"":{""hostname"":""host0""},""index"":""container0""}","{""macro"":{""container_id"":""container0"",""cpu"":{""limit"":0,""max_limit"":0},""finish_time"":""2025-11-24T08:24:20.385790132+08:00"",""has_cpu"":false,""image"":""image0"",""ip"":"""",""is_sandbox"":false,""labels"":{},""pid"":3406712,""quota_id"":"""",""runtime"":""nvidia"",""start_time"":""2025-11-25T09:15:56.621796454+08:00"",""status"":""running""}}",
CPU0,,CAT_CPU,CPU0,,0,CPU0,0,CAT_CPU,host0,CAT_HOST,,,"{""env"":{""hostname"":""host0""},""index"":""0""}","{""macro"":{""cache_size"":8305,""cores"":32,""current_speed"":2900,""family"":179,""freq"":""4000 MHz"",""model"":""Intel(R) Xeon(R) Platinum 8369B CPU @ 2.90GHz"",""power"":""1.6"",""serial"":""*******"",""status"":65,""threads"":64,""vendor"":""Intel(R) Corporation""}}",
CPU1,,CAT_CPU,CPU1,,1,CPU1,1,CAT_CPU,host0,CAT_HOST,,,"{""env"":{""hostname"":""host0""},""index"":""1""}","{""macro"":{""cache_size"":8313,""cores"":32,""current_speed"":2900,""family"":179,""freq"":""4000 MHz"",""model"":""Intel(R) Xeon(R) Platinum 8369B CPU @ 2.90GHz"",""power"":""1.6"",""serial"":""*******"",""status"":65,""threads"":64,""vendor"":""Intel(R) Corporation""}}",
thread_1058817,,CAT_NVLINK,1058817,,1058817,1058817,,,,,,,"{""index"":""1058817""}",{},
thread_1058824,,CAT_NVLINK,1058824,,1058824,1058824,,,,,,,"{""index"":""1058824""}",{},
thread_1059788,,CAT_NVLINK,1059788,,1059788,1059788,,,,,,,"{""index"":""1059788""}",{},
thread_1059973,,CAT_NVLINK,1059973,,1059973,1059973,,,,,,,"{""index"":""1059973""}",{},
thread_1058811,,CAT_NVLINK,1058811,,1058811,1058811,,,,,,,"{""index"":""1058811""}",{},
thread_1059795,,CAT_NVLINK,1059795,,1059795,1059795,,,,,,,"{""index"":""1059795""}",{},
thread_1115270,,CAT_NVLINK,1115270,,1115270,1115270,,,,,,,"{""index"":""1115270""}",{},
thread_1059775,,CAT_NVLINK,1059775,,1059775,1059775,,,,,,,"{""index"":""1059775""}",{},
thread_1059836,,CAT_NVLINK,1059836,,1059836,1059836,,,,,,,"{""index"":""1059836""}",{},
thread_1060492,,CAT_NVLINK,1060492,,1060492,1060492,,,,,,,"{""index"":""1060492""}",{},
thread_1060498,,CAT_NVLINK,1060498,,1060498,1060498,,,,,,,"{""index"":""1060498""}",{},
thread_1060506,,CAT_NVLINK,1060506,,1060506,1060506,,,,,,,"{""index"":""1060506""}",{},
thread_1058819,,CAT_NVLINK,1058819,,1058819,1058819,,,,,,,"{""index"":""1058819""}",{},
thread_1058843,,CAT_NVLINK,1058843,,1058843,1058843,,,,,,,"{""index"":""1058843""}",{},
thread_1058797,,CAT_NVLINK,1058797,,1058797,1058797,,,,,,,"{""index"":""1058797""}",{},
thread_1058818,,CAT_NVLINK,1058818,,1058818,1058818,,,,,,,"{""index"":""1058818""}",{},
thread_1059783,,CAT_NVLINK,1059783,,1059783,1059783,,,,,,,"{""index"":""1059783""}",{},
thread_1060491,,CAT_NVLINK,1060491,,1060491,1060491,,,,,,,"{""index"":""1060491""}",{},
thread_1060501,,CAT_NVLINK,1060501,,1060501,1060501,,,,,,,"{""index"":""1060501""}",{},
thread_1058814,,CAT_NVLINK,1058814,,1058814,1058814,,,,,,,"{""index"":""1058814""}",{},
thread_1058830,,CAT_NVLINK,1058830,,1058830,1058830,,,,,,,"{""index"":""1058830""}",{},
thread_1058831,,CAT_NVLINK,1058831,,1058831,1058831,,,,,,,"{""index"":""1058831""}",{},
thread_1058834,,CAT_NVLINK,1058834,,1058834,1058834,,,,,,,"{""index"":""1058834""}",{},
thread_1059801,,CAT_NVLINK,1059801,,1059801,1059801,,,,,,,"{""index"":""1059801""}",{},
thread_1059820,,CAT_NVLINK,1059820,,1059820,1059820,,,,,,,"{""index"":""1059820""}",{},
thread_1058806,,CAT_NVLINK,1058806,,1058806,1058806,,,,,,,"{""index"":""1058806""}",{},
thread_1059812,,CAT_NVLINK,1059812,,1059812,1059812,,,,,,,"{""index"":""1059812""}",{},
thread_1059819,,CAT_NVLINK,1059819,,1059819,1059819,,,,,,,"{""index"":""1059819""}",{},
thread_1059776,,CAT_NVLINK,1059776,,1059776,1059776,,,,,,,"{""index"":""1059776""}",{},
thread_1058951,,CAT_NVLINK,1058951,,1058951,1058951,,,,,,,"{""index"":""1058951""}",{},
thread_1059814,,CAT_NVLINK,1059814,,1059814,1059814,,,,,,,"{""index"":""1059814""}",{},
thread_1059824,,CAT_NVLINK,1059824,,1059824,1059824,,,,,,,"{""index"":""1059824""}",{},
thread_1059835,,CAT_NVLINK,1059835,,1059835,1059835,,,,,,,"{""index"":""1059835""}",{},
thread_1058816,,CAT_NVLINK,1058816,,1058816,1058816,,,,,,,"{""index"":""1058816""}",{},
thread_1060229,,CAT_NVLINK,1060229,,1060229,1060229,,,,,,,"{""index"":""1060229""}",{},
thread_1059803,,CAT_NVLINK,1059803,,1059803,1059803,,,,,,,"{""index"":""1059803""}",{},
thread_1059786,,CAT_NVLINK,1059786,,1059786,1059786,,,,,,,"{""index"":""1059786""}",{},
thread_1058839,,CAT_NVLINK,1058839,,1058839,1058839,,,,,,,"{""index"":""1058839""}",{},
thread_1058807,,CAT_NVLINK,1058807,,1058807,1058807,,,,,,,"{""index"":""1058807""}",{},
thread_1058813,,CAT_NVLINK,1058813,,1058813,1058813,,,,,,,"{""index"":""1058813""}",{},
thread_1059782,,CAT_NVLINK,1059782,,1059782,1059782,,,,,,,"{""index"":""1059782""}",{},
thread_1059784,,CAT_NVLINK,1059784,,1059784,1059784,,,,,,,"{""index"":""1059784""}",{},
thread_1059789,,CAT_NVLINK,1059789,,1059789,1059789,,,,,,,"{""index"":""1059789""}",{},
thread_1059793,,CAT_NVLINK,1059793,,1059793,1059793,,,,,,,"{""index"":""1059793""}",{},
thread_1059811,,CAT_NVLINK,1059811,,1059811,1059811,,,,,,,"{""index"":""1059811""}",{},
thread_1058792,,CAT_NVLINK,1058792,,1058792,1058792,,,,,,,"{""index"":""1058792""}",{},
thread_1058826,,CAT_NVLINK,1058826,,1058826,1058826,,,,,,,"{""index"":""1058826""}",{},
thread_1058840,,CAT_NVLINK,1058840,,1058840,1058840,,,,,,,"{""index"":""1058840""}",{},
thread_1059787,,CAT_NVLINK,1059787,,1059787,1059787,,,,,,,"{""index"":""1059787""}",{},
thread_1060227,,CAT_NVLINK,1060227,,1060227,1060227,,,,,,,"{""index"":""1060227""}",{},
thread_1060493,,CAT_NVLINK,1060493,,1060493,1060493,,,,,,,"{""index"":""1060493""}",{},
thread_1060505,,CAT_NVLINK,1060505,,1060505,1060505,,,,,,,"{""index"":""1060505""}",{},
thread_1115269,,CAT_NVLINK,1115269,,1115269,1115269,,,,,,,"{""index"":""1115269""}",{},
thread_1058821,,CAT_NVLINK,1058821,,1058821,1058821,,,,,,,"{""index"":""1058821""}",{},
thread_1058842,,CAT_NVLINK,1058842,,1058842,1058842,,,,,,,"{""index"":""1058842""}",{},
thread_1058852,,CAT_NVLINK,1058852,,1058852,1058852,,,,,,,"{""index"":""1058852""}",{},
thread_1059809,,CAT_NVLINK,1059809,,1059809,1059809,,,,,,,"{""index"":""1059809""}",{},
thread_1058801,,CAT_NVLINK,1058801,,1058801,1058801,,,,,,,"{""index"":""1058801""}",{},
thread_1058822,,CAT_NVLINK,1058822,,1058822,1058822,,,,,,,"{""index"":""1058822""}",{},
thread_1059815,,CAT_NVLINK,1059815,,1059815,1059815,,,,,,,"{""index"":""1059815""}",{},
thread_1059817,,CAT_NVLINK,1059817,,1059817,1059817,,,,,,,"{""index"":""1059817""}",{},
thread_1059833,,CAT_NVLINK,1059833,,1059833,1059833,,,,,,,"{""index"":""1059833""}",{},
thread_1063288,,CAT_NVLINK,1063288,,1063288,1063288,,,,,,,"{""index"":""1063288""}",{},
thread_1058809,,CAT_NVLINK,1058809,,1058809,1058809,,,,,,,"{""index"":""1058809""}",{},
thread_1058838,,CAT_NVLINK,1058838,,1058838,1058838,,,,,,,"{""index"":""1058838""}",{},
thread_1058851,,CAT_NVLINK,1058851,,1058851,1058851,,,,,,,"{""index"":""1058851""}",{},
thread_1059781,,CAT_NVLINK,1059781,,1059781,1059781,,,,,,,"{""index"":""1059781""}",{},
thread_1060511,,CAT_NVLINK,1060511,,1060511,1060511,,,,,,,"{""index"":""1060511""}",{},
thread_1115267,,CAT_NVLINK,1115267,,1115267,1115267,,,,,,,"{""index"":""1115267""}",{},
thread_1058799,,CAT_NVLINK,1058799,,1058799,1058799,,,,,,,"{""index"":""1058799""}",{},
thread_1058848,,CAT_NVLINK,1058848,,1058848,1058848,,,,,,,"{""index"":""1058848""}",{},
thread_1059796,,CAT_NVLINK,1059796,,1059796,1059796,,,,,,,"{""index"":""1059796""}",{},
thread_1059806,,CAT_NVLINK,1059806,,1059806,1059806,,,,,,,"{""index"":""1059806""}",{},
thread_1059828,,CAT_NVLINK,1059828,,1059828,1059828,,,,,,,"{""index"":""1059828""}",{},
thread_1060499,,CAT_NVLINK,1060499,,1060499,1060499,,,,,,,"{""index"":""1060499""}",{},
thread_1060507,,CAT_NVLINK,1060507,,1060507,1060507,,,,,,,"{""index"":""1060507""}",{},
thread_1058823,,CAT_NVLINK,1058823,,1058823,1058823,,,,,,,"{""index"":""1058823""}",{},
thread_1059810,,CAT_NVLINK,1059810,,1059810,1059810,,,,,,,"{""index"":""1059810""}",{},
thread_1059813,,CAT_NVLINK,1059813,,1059813,1059813,,,,,,,"{""index"":""1059813""}",{},
thread_1059830,,CAT_NVLINK,1059830,,1059830,1059830,,,,,,,"{""index"":""1059830""}",{},
thread_1059831,,CAT_NVLINK,1059831,,1059831,1059831,,,,,,,"{""index"":""1059831""}",{},
thread_1060500,,CAT_NVLINK,1060500,,1060500,1060500,,,,,,,"{""index"":""1060500""}",{},
thread_1058850,,CAT_NVLINK,1058850,,1058850,1058850,,,,,,,"{""index"":""1058850""}",{},
thread_1058810,,CAT_NVLINK,1058810,,1058810,1058810,,,,,,,"{""index"":""1058810""}",{},
thread_1058835,,CAT_NVLINK,1058835,,1058835,1058835,,,,,,,"{""index"":""1058835""}",{},
thread_1058837,,CAT_NVLINK,1058837,,1058837,1058837,,,,,,,"{""index"":""1058837""}",{},
thread_1059777,,CAT_NVLINK,1059777,,1059777,1059777,,,,,,,"{""index"":""1059777""}",{},
thread_1059779,,CAT_NVLINK,1059779,,1059779,1059779,,,,,,,"{""index"":""1059779""}",{},
thread_1059800,,CAT_NVLINK,1059800,,1059800,1059800,,,,,,,"{""index"":""1059800""}",{},
thread_1059826,,CAT_NVLINK,1059826,,1059826,1059826,,,,,,,"{""index"":""1059826""}",{},
thread_1058803,,CAT_NVLINK,1058803,,1058803,1058803,,,,,,,"{""index"":""1058803""}",{},
thread_1059834,,CAT_NVLINK,1059834,,1059834,1059834,,,,,,,"{""index"":""1059834""}",{},
thread_1059832,,CAT_NVLINK,1059832,,1059832,1059832,,,,,,,"{""index"":""1059832""}",{},
thread_1059797,,CAT_NVLINK,1059797,,1059797,1059797,,,,,,,"{""index"":""1059797""}",{},
thread_1059802,,CAT_NVLINK,1059802,,1059802,1059802,,,,,,,"{""index"":""1059802""}",{},
thread_1059821,,CAT_NVLINK,1059821,,1059821,1059821,,,,,,,"{""index"":""1059821""}",{},
thread_1058795,,CAT_NVLINK,1058795,,1058795,1058795,,,,,,,"{""index"":""1058795""}",{},
thread_1058825,,CAT_NVLINK,1058825,,1058825,1058825,,,,,,,"{""index"":""1058825""}",{},
thread_1059774,,CAT_NVLINK,1059774,,1059774,1059774,,,,,,,"{""index"":""1059774""}",{},
thread_1059799,,CAT_NVLINK,1059799,,1059799,1059799,,,,,,,"{""index"":""1059799""}",{},
thread_1059808,,CAT_NVLINK,1059808,,1059808,1059808,,,,,,,"{""index"":""1059808""}",{},
thread_1060228,,CAT_NVLINK,1060228,,1060228,1060228,,,,,,,"{""index"":""1060228""}",{},
thread_1060330,,CAT_NVLINK,1060330,,1060330,1060330,,,,,,,"{""index"":""1060330""}",{},
thread_1060497,,CAT_NVLINK,1060497,,1060497,1060497,,,,,,,"{""index"":""1060497""}",{},
thread_1058794,,CAT_NVLINK,1058794,,1058794,1058794,,,,,,,"{""index"":""1058794""}",{},
thread_1060509,,CAT_NVLINK,1060509,,1060509,1060509,,,,,,,"{""index"":""1060509""}",{},
thread_1059794,,CAT_NVLINK,1059794,,1059794,1059794,,,,,,,"{""index"":""1059794""}",{},
thread_1059807,,CAT_NVLINK,1059807,,1059807,1059807,,,,,,,"{""index"":""1059807""}",{},
thread_1059827,,CAT_NVLINK,1059827,,1059827,1059827,,,,,,,"{""index"":""1059827""}",{},
thread_1058844,,CAT_NVLINK,1058844,,1058844,1058844,,,,,,,"{""index"":""1058844""}",{},
sglang::scheduler,,CAT_PROCESS,1058649,,1.06E+06,,0,CAT_PROCESS,container0,CAT_CONTAINER,host0,CAT_HOST,"{""env"":{""container_id"":""container0"",""hostname"":""host0""},""index"":""1.058649e+06""}","{""macro"":{""cmd"":""sglang::scheduler"",""comtainer_id"":""container0"",""gpu_index"":7,""name"":""sglang::scheduler"",""pid"":1058649,""ppid"":1057120,""subpid"":""1059972"",""uptime"":1764121403000}}",
NVSwitch_1,,CAT_NVLINK,0000:c8:00.0,,1,0000:c8:00.0,,,,,,,"{""index"":""1""}",{},
NVSwitch_2,,CAT_NVLINK,0000:c5:00.0,,2,0000:c5:00.0,,,,,,,"{""index"":""2""}",{},
NVSwitch_3,,CAT_NVLINK,0000:c7:00.0,,3,0000:c7:00.0,,,,,,,"{""index"":""3""}",{},
NVSwitch_4,,CAT_NVLINK,0000:ca:00.0,,4,0000:ca:00.0,,,,,,,"{""index"":""4""}",{},
NVSwitch_5,,CAT_NVLINK,0000:c6:00.0,,5,0000:c6:00.0,,,,,,,"{""index"":""5""}",{},
NVSwitch_6,,CAT_NVLINK,0000:c9:00.0,,6,0000:c9:00.0,,,,,,,"{""index"":""6""}",{},
NVIDIA A100-SXM4-80GB-0,,CAT_XPU,GPU-********-****-****-****-************,,0,0000:18:00.0,0,CAT_XPU,host0,CAT_HOST,,,"{""enable_features"":"""",""env"":{""hostname"":""host0""},""fabric_mode"":""0"",""index"":""0""}","{""macro"":{""current_link_sta_speed"":"""",""current_link_sta_width"":"""",""enable_features"":"""",""fabric_mode"":""0"",""index"":0,""memory_capacity"":85899345920,""name"":""NVIDIA A100-SXM4-80GB"",""type"":""nvidia""}}",
NVSwitch_1,,CAT_NVLINK,0000:c8:00.0,,1,0000:c8:00.0,,,,,,,"{""index"":""1""}",{},
NVSwitch_2,,CAT_NVLINK,0000:c5:00.0,,2,0000:c5:00.0,,,,,,,"{""index"":""2""}",{},
NVSwitch_3,,CAT_NVLINK,0000:c7:00.0,,3,0000:c7:00.0,,,,,,,"{""index"":""3""}",{},
NVSwitch_4,,CAT_NVLINK,0000:ca:00.0,,4,0000:ca:00.0,,,,,,,"{""index"":""4""}",{},
NVSwitch_5,,CAT_NVLINK,0000:c6:00.0,,5,0000:c6:00.0,,,,,,,"{""index"":""5""}",{},
NVSwitch_6,,CAT_NVLINK,0000:c9:00.0,,6,0000:c9:00.0,,,,,,,"{""index"":""6""}",{},
NVIDIA A100-SXM4-80GB-1,,CAT_XPU,GPU-********-****-****-****-************,,1,0000:1e:00.0,1,CAT_XPU,host0,CAT_HOST,,,"{""enable_features"":"""",""env"":{""hostname"":""host0""},""fabric_mode"":""0"",""index"":""1""}","{""macro"":{""current_link_sta_speed"":"""",""current_link_sta_width"":"""",""enable_features"":"""",""fabric_mode"":""0"",""index"":1,""memory_capacity"":85899345920,""name"":""NVIDIA A100-SXM4-80GB"",""type"":""nvidia""}}",
NVSwitch_1,,CAT_NVLINK,0000:c8:00.0,,1,0000:c8:00.0,,,,,,,"{""index"":""1""}",{},
NVSwitch_2,,CAT_NVLINK,0000:c5:00.0,,2,0000:c5:00.0,,,,,,,"{""index"":""2""}",{},
NVSwitch_3,,CAT_NVLINK,0000:c7:00.0,,3,0000:c7:00.0,,,,,,,"{""index"":""3""}",{},
NVSwitch_4,,CAT_NVLINK,0000:c9:00.0,,4,0000:c9:00.0,,,,,,,"{""index"":""4""}",{},
NVSwitch_5,,CAT_NVLINK,0000:c6:00.0,,5,0000:c6:00.0,,,,,,,"{""index"":""5""}",{},
NVSwitch_6,,CAT_NVLINK,0000:ca:00.0,,6,0000:ca:00.0,,,,,,,"{""index"":""6""}",{},
NVIDIA A100-SXM4-80GB-2,,CAT_XPU,GPU-********-****-****-****-************,,2,0000:4a:00.0,2,CAT_XPU,host0,CAT_HOST,,,"{""enable_features"":"""",""env"":{""hostname"":""host0""},""fabric_mode"":""0"",""index"":""2""}","{""macro"":{""current_link_sta_speed"":"""",""current_link_sta_width"":"""",""enable_features"":"""",""fabric_mode"":""0"",""index"":2,""memory_capacity"":85899345920,""name"":""NVIDIA A100-SXM4-80GB"",""type"":""nvidia""}}",
NVSwitch_1,,CAT_NVLINK,0000:c6:00.0,,1,0000:c6:00.0,,,,,,,"{""index"":""1""}",{},
NVSwitch_2,,CAT_NVLINK,0000:c8:00.0,,2,0000:c8:00.0,,,,,,,"{""index"":""2""}",{},
NVSwitch_3,,CAT_NVLINK,0000:c5:00.0,,3,0000:c5:00.0,,,,,,,"{""index"":""3""}",{},
NVSwitch_4,,CAT_NVLINK,0000:c7:00.0,,4,0000:c7:00.0,,,,,,,"{""index"":""4""}",{},
NVSwitch_5,,CAT_NVLINK,0000:ca:00.0,,5,0000:ca:00.0,,,,,,,"{""index"":""5""}",{},
NVSwitch_6,,CAT_NVLINK,0000:c9:00.0,,6,0000:c9:00.0,,,,,,,"{""index"":""6""}",{},
NVIDIA A100-SXM4-80GB-3,,CAT_XPU,GPU-********-****-****-****-************,,3,0000:4f:00.0,3,CAT_XPU,host0,CAT_HOST,,,"{""enable_features"":"""",""env"":{""hostname"":""host0""},""fabric_mode"":""0"",""index"":""3""}","{""macro"":{""current_link_sta_speed"":"""",""current_link_sta_width"":"""",""enable_features"":"""",""fabric_mode"":""0"",""index"":3,""memory_capacity"":85899345920,""name"":""NVIDIA A100-SXM4-80GB"",""type"":""nvidia""}}",
NVSwitch_1,,CAT_NVLINK,0000:c7:00.0,,1,0000:c7:00.0,,,,,,,"{""index"":""1""}",{},
NVSwitch_2,,CAT_NVLINK,0000:ca:00.0,,2,0000:ca:00.0,,,,,,,"{""index"":""2""}",{},
NVSwitch_3,,CAT_NVLINK,0000:c6:00.0,,3,0000:c6:00.0,,,,,,,"{""index"":""3""}",{},
NVSwitch_4,,CAT_NVLINK,0000:c8:00.0,,4,0000:c8:00.0,,,,,,,"{""index"":""4""}",{},
NVSwitch_5,,CAT_NVLINK,0000:c5:00.0,,5,0000:c5:00.0,,,,,,,"{""index"":""5""}",{},
NVSwitch_6,,CAT_NVLINK,0000:c9:00.0,,6,0000:c9:00.0,,,,,,,"{""index"":""6""}",{},
NVIDIA A100-SXM4-80GB-4,,CAT_XPU,GPU-********-****-****-****-************,,4,0000:89:00.0,4,CAT_XPU,host0,CAT_HOST,,,"{""enable_features"":"""",""env"":{""hostname"":""host0""},""fabric_mode"":""0"",""index"":""4""}","{""macro"":{""current_link_sta_speed"":"""",""current_link_sta_width"":"""",""enable_features"":"""",""fabric_mode"":""0"",""index"":4,""memory_capacity"":85899345920,""name"":""NVIDIA A100-SXM4-80GB"",""type"":""nvidia""}}",
NVSwitch_1,,CAT_NVLINK,0000:c7:00.0,,1,0000:c7:00.0,,,,,,,"{""index"":""1""}",{},
NVSwitch_2,,CAT_NVLINK,0000:ca:00.0,,2,0000:ca:00.0,,,,,,,"{""index"":""2""}",{},
NVSwitch_3,,CAT_NVLINK,0000:c6:00.0,,3,0000:c6:00.0,,,,,,,"{""index"":""3""}",{},
NVSwitch_4,,CAT_NVLINK,0000:c9:00.0,,4,0000:c9:00.0,,,,,,,"{""index"":""4""}",{},
NVSwitch_5,,CAT_NVLINK,0000:c5:00.0,,5,0000:c5:00.0,,,,,,,"{""index"":""5""}",{},
NVSwitch_6,,CAT_NVLINK,0000:c8:00.0,,6,0000:c8:00.0,,,,,,,"{""index"":""6""}",{},
NVIDIA A100-SXM4-80GB-5,,CAT_XPU,GPU-********-****-****-****-************,,5,0000:8e:00.0,5,CAT_XPU,host0,CAT_HOST,,,"{""enable_features"":"""",""env"":{""hostname"":""host0""},""fabric_mode"":""0"",""index"":""5""}","{""macro"":{""current_link_sta_speed"":"""",""current_link_sta_width"":"""",""enable_features"":"""",""fabric_mode"":""0"",""index"":5,""memory_capacity"":85899345920,""name"":""NVIDIA A100-SXM4-80GB"",""type"":""nvidia""}}",
NVSwitch_1,,CAT_NVLINK,0000:c8:00.0,,1,0000:c8:00.0,,,,,,,"{""index"":""1""}",{},
NVSwitch_2,,CAT_NVLINK,0000:c5:00.0,,2,0000:c5:00.0,,,,,,,"{""index"":""2""}",{},
NVSwitch_3,,CAT_NVLINK,0000:c7:00.0,,3,0000:c7:00.0,,,,,,,"{""index"":""3""}",{},
NVSwitch_4,,CAT_NVLINK,0000:ca:00.0,,4,0000:ca:00.0,,,,,,,"{""index"":""4""}",{},
NVSwitch_5,,CAT_NVLINK,0000:c6:00.0,,5,0000:c6:00.0,,,,,,,"{""index"":""5""}",{},
NVSwitch_6,,CAT_NVLINK,0000:c9:00.0,,6,0000:c9:00.0,,,,,,,"{""index"":""6""}",{},
NVIDIA A100-SXM4-80GB-6,,CAT_XPU,GPU-********-****-****-****-************,,6,0000:b2:00.0,6,CAT_XPU,host0,CAT_HOST,,,"{""enable_features"":"""",""env"":{""hostname"":""host0""},""fabric_mode"":""0"",""index"":""6""}","{""macro"":{""current_link_sta_speed"":"""",""current_link_sta_width"":"""",""enable_features"":"""",""fabric_mode"":""0"",""index"":6,""memory_capacity"":85899345920,""name"":""NVIDIA A100-SXM4-80GB"",""type"":""nvidia""}}",
NVSwitch_1,,CAT_NVLINK,0000:c5:00.0,,1,0000:c5:00.0,,,,,,,"{""index"":""1""}",{},
NVSwitch_2,,CAT_NVLINK,0000:c9:00.0,,2,0000:c9:00.0,,,,,,,"{""index"":""2""}",{},
NVSwitch_3,,CAT_NVLINK,0000:c8:00.0,,3,0000:c8:00.0,,,,,,,"{""index"":""3""}",{},
NVSwitch_4,,CAT_NVLINK,0000:ca:00.0,,4,0000:ca:00.0,,,,,,,"{""index"":""4""}",{},
NVSwitch_5,,CAT_NVLINK,0000:c6:00.0,,5,0000:c6:00.0,,,,,,,"{""index"":""5""}",{},
NVSwitch_6,,CAT_NVLINK,0000:c7:00.0,,6,0000:c7:00.0,,,,,,,"{""index"":""6""}",{},
NVIDIA A100-SXM4-80GB-7,,CAT_XPU,GPU-********-****-****-****-************,,7,0000:b8:00.0,7,CAT_XPU,host0,CAT_HOST,,,"{""enable_features"":"""",""env"":{""hostname"":""host0""},""fabric_mode"":""0"",""index"":""7""}","{""macro"":{""current_link_sta_speed"":"""",""current_link_sta_width"":"""",""enable_features"":"""",""fabric_mode"":""0"",""index"":7,""memory_capacity"":85899345920,""name"":""NVIDIA A100-SXM4-80GB"",""type"":""nvidia""}}",
eth0,,CAT_NET,**:**:**:**:**:**,,0,,0,CAT_NET,host0,CAT_HOST,,,"{""env"":{""hostname"":""host0""},""index"":""0""}","{""macro"":{""device_id"":""0x101d\n"",""ip"":"""",""link_speed"":""100000 Mbps"",""link_technology"":""DUMMY"",""mac"":""10:70:fd:b5:6d:72"",""name"":""eth0""}}",
eth1,,CAT_NET,**:**:**:**:**:**,,1,,1,CAT_NET,host0,CAT_HOST,,,"{""env"":{""hostname"":""host0""},""index"":""1""}","{""macro"":{""device_id"":""0x101d\n"",""ip"":"""",""link_speed"":""100000 Mbps"",""link_technology"":""DUMMY"",""mac"":""10:70:fd:b5:6d:72"",""name"":""eth1""}}",
/dev/sda1,,CAT_DISK,/dev/sda1,,0,0000:00:11.5,0,CAT_DISK,host0,CAT_HOST,,,"{""env"":{""hostname"":""host0""},""index"":""0""}","{""macro"":{""link_speed"":"""",""model"":""sata"",""mount"":""/"",""name"":""/dev/sda1"",""position"":""0000:00:11.5""}}",
/dev/nvme0n1p2,,CAT_DISK,/dev/nvme0n1p2,,1,0000:9b:00.0,1,CAT_DISK,host0,CAT_HOST,,,"{""env"":{""hostname"":""host0""},""index"":""1""}","{""macro"":{""link_speed"":""16.0 GT/s"",""model"":""nvme"",""mount"":""/nfs"",""name"":""/dev/nvme0n1p2"",""position"":""0000:9b:00.0""}}",
