counter_name,timestamp,value,hostname
container_cpu_usage,1763085340034398.000000,248.995000,
container_cpu_usage,1763085341029348.500000,252.627000,
container_cpu_usage,1763085342057255.750000,247.400000,
container_cpu_usage,1763085343047669.500000,241.229000,
container_cpu_usage,1763085344073479.000000,239.877000,
container_gpu_mem_usage,1763085336230016.500000,1.067000,
container_gpu_mem_usage,1763085336230016.500000,90.518000,
container_gpu_mem_usage,1763085337306272.000000,1.067000,
container_gpu_mem_usage,1763085337306272.000000,90.518000,
container_gpu_mem_usage,1763085338420631.000000,1.067000,
container_gpu_mem_usage,1763085338420631.000000,90.518000,
container_gpu_mem_usage,1763085339326544.500000,1.067000,
container_gpu_mem_usage,1763085339326544.500000,90.518000,
container_gpu_mem_usage,1763085340210833.500000,1.067000,
container_gpu_mem_usage,1763085340210833.500000,90.518000,
container_gpu_mem_usage,1763085341342447.250000,1.067000,
container_gpu_mem_usage,1763085341342447.250000,90.518000,
container_gpu_mem_usage,1763085342366467.500000,1.067000,
container_gpu_mem_usage,1763085342366467.500000,90.518000,
container_gpu_mem_usage,1763085343668441.000000,1.067000,
container_gpu_mem_usage,1763085343668441.000000,90.518000,
container_gpu_usage,1763085336230016.500000,0.000000,
container_gpu_usage,1763085336230016.500000,5.000000,
container_gpu_usage,1763085337306272.000000,0.000000,
container_gpu_usage,1763085337306272.000000,7.000000,
container_gpu_usage,1763085338420631.000000,0.000000,
container_gpu_usage,1763085338420631.000000,5.000000,
container_gpu_usage,1763085339326544.500000,0.000000,
container_gpu_usage,1763085339326544.500000,5.000000,
container_gpu_usage,1763085340210833.500000,0.000000,
container_gpu_usage,1763085340210833.500000,5.000000,
container_gpu_usage,1763085341342447.250000,0.000000,
container_gpu_usage,1763085341342447.250000,5.000000,
container_gpu_usage,1763085342366467.500000,0.000000,
container_gpu_usage,1763085342366467.500000,4.000000,
container_gpu_usage,1763085343668441.000000,0.000000,
container_gpu_usage,1763085343668441.000000,4.000000,
container_mem_usage,1763085340034398.000000,0.353000,
container_mem_usage,1763085341029348.500000,0.355000,
container_mem_usage,1763085342057255.750000,0.357000,
container_mem_usage,1763085343047669.500000,0.358000,
container_mem_usage,1763085344073479.000000,0.360000,
container_mem_used,1763085340034398.000000,3816243200.000000,
container_mem_used,1763085341029348.500000,3839082496.000000,
container_mem_used,1763085342057255.750000,3856625664.000000,
container_mem_used,1763085343047669.500000,3873017856.000000,
container_mem_used,1763085344073479.000000,3892264960.000000,
cpu_frequency,1763085336212213.250000,3051.817000,
cpu_frequency,1763085336212213.250000,3053.645000,
cpu_frequency,1763085336212213.250000,3053.643000,
cpu_frequency,1763085336212213.250000,3037.057000,
cpu_frequency,1763085336212213.250000,3051.753000,
cpu_frequency,1763085336212213.250000,3033.423000,
cpu_frequency,1763085336212213.250000,3053.626000,
cpu_frequency,1763085336212213.250000,3053.623000,
cpu_frequency,1763085336212213.250000,3056.445000,
cpu_frequency,1763085336212213.250000,3053.616000,
cpu_frequency,1763085336212213.250000,3040.454000,
cpu_frequency,1763085336212213.250000,3053.605000,
cpu_frequency,1763085336212213.250000,3053.602000,
cpu_frequency,1763085336212213.250000,3053.598000,
cpu_frequency,1763085336212213.250000,3038.334000,
cpu_frequency,1763085336212213.250000,3053.589000,
cpu_frequency,1763085336212213.250000,3053.586000,
cpu_frequency,1763085336212213.250000,3058.711000,
cpu_frequency,1763085336212213.250000,3053.574000,
cpu_frequency,1763085336212213.250000,3053.552000,
cpu_frequency,1763085336212213.250000,3053.550000,
cpu_frequency,1763085336212213.250000,3086.534000,
cpu_frequency,1763085336212213.250000,3053.537000,
cpu_frequency,1763085336212213.250000,3098.320000,
cpu_frequency,1763085336212213.250000,3053.523000,
cpu_frequency,1763085336212213.250000,3088.368000,
cpu_frequency,1763085336212213.250000,3069.151000,
cpu_frequency,1763085336212213.250000,3053.503000,
cpu_frequency,1763085336212213.250000,3053.508000,
cpu_frequency,1763085336212213.250000,3100.265000,
cpu_frequency,1763085336212213.250000,3101.669000,
cpu_frequency,1763085336212213.250000,3100.083000,
cpu_frequency,1763085336212213.250000,3100.985000,
cpu_frequency,1763085336212213.250000,3083.595000,
cpu_frequency,1763085336212213.250000,3101.668000,
cpu_frequency,1763085336212213.250000,3107.978000,
cpu_frequency,1763085336212213.250000,3102.141000,
cpu_frequency,1763085336212213.250000,3099.993000,
cpu_frequency,1763085336212213.250000,3107.100000,
cpu_frequency,1763085336212213.250000,3100.002000,
cpu_frequency,1763085336212213.250000,3097.045000,
cpu_frequency,1763085336212213.250000,3100.074000,
cpu_frequency,1763085336212213.250000,3095.699000,
cpu_frequency,1763085336212213.250000,3114.323000,
cpu_frequency,1763085336212213.250000,3100.552000,
cpu_frequency,1763085336212213.250000,3099.789000,
cpu_frequency,1763085336212213.250000,3100.000000,
cpu_frequency,1763085336212213.250000,3100.125000,
cpu_frequency,1763085336212213.250000,3099.849000,
cpu_frequency,1763085336212213.250000,3101.670000,
cpu_frequency,1763085336212213.250000,3100.057000,
cpu_frequency,1763085336212213.250000,3102.650000,
cpu_frequency,1763085336212213.250000,3103.368000,
cpu_frequency,1763085336212213.250000,3101.673000,
cpu_frequency,1763085336212213.250000,3053.252000,
cpu_frequency,1763085336212213.250000,3053.249000,
cpu_frequency,1763085336212213.250000,3049.762000,
cpu_frequency,1763085336212213.250000,3086.832000,
cpu_frequency,1763085336212213.250000,3053.225000,
cpu_frequency,1763085336212213.250000,3053.221000,
cpu_frequency,1763085336212213.250000,3053.217000,
cpu_frequency,1763085336212213.250000,3049.887000,
cpu_frequency,1763085336212213.250000,3058.957000,
cpu_frequency,1763085336212213.250000,3053.203000,
cpu_frequency,1763085336212213.250000,3052.624000,
cpu_frequency,1763085336212213.250000,3040.072000,
cpu_frequency,1763085336212213.250000,3057.218000,
cpu_frequency,1763085336212213.250000,3011.269000,
cpu_frequency,1763085336212213.250000,3053.174000,
cpu_frequency,1763085336212213.250000,3092.353000,
cpu_frequency,1763085336212213.250000,3027.242000,
cpu_frequency,1763085336212213.250000,3053.160000,
cpu_frequency,1763085336212213.250000,3069.632000,
cpu_frequency,1763085336212213.250000,3053.152000,
cpu_frequency,1763085336212213.250000,3053.149000,
cpu_frequency,1763085336212213.250000,3074.019000,
cpu_frequency,1763085336212213.250000,3098.161000,
cpu_frequency,1763085336212213.250000,3053.129000,
cpu_frequency,1763085336212213.250000,3057.441000,
cpu_frequency,1763085336212213.250000,3053.120000,
cpu_frequency,1763085336212213.250000,3054.407000,
cpu_frequency,1763085336212213.250000,3053.110000,
cpu_frequency,1763085336212213.250000,3053.106000,
cpu_frequency,1763085336212213.250000,3057.298000,
cpu_frequency,1763085336212213.250000,3099.778000,
cpu_frequency,1763085336212213.250000,3098.464000,
cpu_frequency,1763085336212213.250000,3100.547000,
