duration_us,compute_batch_size,compute_avg_input_length,compute_max_input_length,compute_avg_output_length,compute_max_output_length,post_batch_size,post_avg_input_length,post_max_input_length,post_avg_output_length,post_max_output_length,compute_forward_mode,post_forward_mode,job_name,start_ts
206103.00,43,244.02,314,140.00,140,43,244.02,314,140.00,140,2,2,in256_out256_conc64,1764238819771359.75
206150.25,43,244.02,314,141.00,141,43,244.02,314,141.00,141,2,2,in256_out256_conc64,1764238819977873.75
206216.50,43,244.02,314,142.00,142,43,244.02,314,142.00,142,2,2,in256_out256_conc64,1764238820184418.00
206269.25,43,244.02,314,143.00,143,43,244.02,314,143.00,143,2,2,in256_out256_conc64,1764238820391104.00
206317.75,43,244.02,314,144.00,144,43,244.02,314,144.00,144,2,2,in256_out256_conc64,1764238820597847.25
206305.00,43,244.02,314,145.00,145,43,244.02,314,145.00,145,2,2,in256_out256_conc64,1764238820804633.50
206502.00,43,244.02,314,146.00,146,43,244.02,314,146.00,146,2,2,in256_out256_conc64,1764238821011443.50
206496.50,43,244.02,314,147.00,147,43,244.02,314,147.00,147,2,2,in256_out256_conc64,1764238821218479.25
206451.00,43,244.02,314,148.00,148,43,244.02,314,148.00,148,2,2,in256_out256_conc64,1764238821425468.75
206603.00,43,244.02,314,149.00,149,43,244.02,314,149.00,149,2,2,in256_out256_conc64,1764238821632298.25
206736.25,43,244.02,314,150.00,150,43,244.02,314,150.00,150,2,2,in256_out256_conc64,1764238821839296.00
206791.00,43,244.02,314,151.00,151,43,244.02,314,151.00,151,2,2,in256_out256_conc64,1764238822046392.75
206888.50,43,244.02,314,152.00,152,43,244.02,314,152.00,152,2,2,in256_out256_conc64,1764238822253552.50
206876.00,43,244.02,314,153.00,153,43,244.02,314,153.00,153,2,2,in256_out256_conc64,1764238822460819.50
206871.00,43,244.02,314,154.00,154,43,244.02,314,154.00,154,2,2,in256_out256_conc64,1764238822668111.25
206854.25,43,244.02,314,155.00,155,43,244.02,314,155.00,155,2,2,in256_out256_conc64,1764238822875487.25
206783.25,43,244.02,314,156.00,156,43,244.02,314,156.00,156,2,2,in256_out256_conc64,1764238823082858.75
207025.00,43,244.02,314,157.00,157,43,244.02,314,157.00,157,2,2,in256_out256_conc64,1764238823290046.50
206802.75,43,244.02,314,158.00,158,43,244.02,314,158.00,158,2,2,in256_out256_conc64,1764238823497618.50
207062.50,43,244.02,314,159.00,159,43,244.02,314,159.00,159,2,2,in256_out256_conc64,1764238823704824.00
206791.25,43,244.02,314,160.00,160,43,244.02,314,160.00,160,2,2,in256_out256_conc64,1764238823912440.00
206951.25,43,244.02,314,161.00,161,43,244.02,314,161.00,161,2,2,in256_out256_conc64,1764238824119729.25
206850.00,43,244.02,314,162.00,162,43,244.02,314,162.00,162,2,2,in256_out256_conc64,1764238824327180.75
207133.25,43,244.02,314,163.00,163,43,244.02,314,163.00,163,2,2,in256_out256_conc64,1764238824534347.50
206986.75,43,244.02,314,164.00,164,43,244.02,314,164.00,164,2,2,in256_out256_conc64,1764238824741894.00
206988.75,43,244.02,314,165.00,165,43,244.02,314,165.00,165,2,2,in256_out256_conc64,1764238824949338.25
206901.75,43,244.02,314,166.00,166,43,244.02,314,166.00,166,2,2,in256_out256_conc64,1764238825156882.00
206875.00,43,244.02,314,167.00,167,43,244.02,314,167.00,167,2,2,in256_out256_conc64,1764238825364299.00
207394.75,43,244.02,314,168.00,168,43,244.02,314,168.00,168,2,2,in256_out256_conc64,1764238825571593.25
206747.00,43,244.02,314,169.00,169,43,244.02,314,169.00,169,2,2,in256_out256_conc64,1764238825779313.00
206837.50,43,244.02,314,170.00,170,43,244.02,314,170.00,170,2,2,in256_out256_conc64,1764238825986558.75
207155.25,43,244.02,314,171.00,171,43,244.02,314,171.00,171,2,2,in256_out256_conc64,1764238826193743.75
206860.75,43,244.02,314,172.00,172,43,244.02,314,172.00,172,2,2,in256_out256_conc64,1764238826401400.00
207203.25,43,244.02,314,173.00,173,43,244.02,314,173.00,173,2,2,in256_out256_conc64,1764238826608621.25
206882.00,43,244.02,314,174.00,174,43,244.02,314,174.00,174,2,2,in256_out256_conc64,1764238826816308.75
2510.75,43,244.02,314,175.00,175,0,0.00,0,0.00,0,2,N/A,in256_out256_conc64,1764238827023548.25
